age_c,meno,racenci_c,famhx_c,benbiopresult_c,density_c,BMIgrp,cumrisk_6yr_ann,cumrisk_6yr_bie,cumrisk_6yr_ann_AgeRaceMean,cumrisk_6yr_bie_AgeRaceMean,prevalence
55,0,6,0,2,4,2,0.0046778486,0.005953859,0.0031211526,0.0033277606,1.4463292E-6
55,0,6,0,2,4,3,0.0049250086,0.0053183655,0.0031211526,0.0033277606,3.8466202E-7
55,0,6,0,2,4,4,0.0064925877,0.0049144785,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,3,1,0,0.0006431066,0.0008361512,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,3,1,1,0.000952402,0.0010360309,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,3,1,2,0.0012637499,0.0017816889,0.0031211526,0.0033277606,4.6159443E-8
55,0,6,0,3,1,3,0.001325367,0.0015913489,0.0031211526,0.0033277606,2.6157017E-7
55,0,6,0,3,1,4,0.001750216,0.0014506241,0.0031211526,0.0033277606,1.3847833E-7
55,0,6,0,3,2,0,0.0015549958,0.0020853842,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,3,2,1,0.0023287784,0.0025510289,0.0031211526,0.0033277606,1.0770537E-6
55,0,6,0,3,2,2,0.0030791561,0.0043912093,0.0031211526,0.0033277606,2.4618369E-7
55,0,6,0,3,2,3,0.0032275305,0.0039181366,0.0031211526,0.0033277606,2.1541073E-7
55,0,6,0,3,2,4,0.0042719684,0.0036067188,0.0031211526,0.0033277606,1.2309185E-7
55,0,6,0,3,3,0,0.0035447305,0.0038291574,0.0031211526,0.0033277606,6.1545923E-8
55,0,6,0,3,3,1,0.0053076318,0.0046921441,0.0031211526,0.0033277606,1.7694453E-6
55,0,6,0,3,3,2,0.007013553,0.008078947,0.0031211526,0.0033277606,5.8468627E-7
55,0,6,0,3,3,3,0.0073753466,0.0072021671,0.0031211526,0.0033277606,6.0007275E-7
55,0,6,0,3,3,4,0.0097198058,0.0066544132,0.0031211526,0.0033277606,6.1545923E-8
55,0,6,0,3,4,0,0.0040614967,0.0050201407,0.0031211526,0.0033277606,2.6157017E-7
55,0,6,0,3,4,1,0.00611439,0.00618265,0.0031211526,0.0033277606,3.6927554E-7
55,0,6,0,3,4,2,0.0080827098,0.010646068,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,3,4,3,0.0085031155,0.0095010451,0.0031211526,0.0033277606,0
55,0,6,0,3,4,4,0.0112226675,0.0087859318,0.0031211526,0.0033277606,0
55,0,6,0,4,1,0,0.0005121695,0.0006069517,0.0031211526,0.0033277606,0
55,0,6,0,4,1,1,0.0007494745,0.0007516079,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,4,1,2,0.0009962192,0.0012890517,0.0031211526,0.0033277606,0
55,0,6,0,4,1,3,0.0010445027,0.0011534531,0.0031211526,0.0033277606,0
55,0,6,0,4,1,4,0.0013770301,0.0010501277,0.0031211526,0.0033277606,0
55,0,6,0,4,2,0,0.0012321566,0.0015130476,0.0031211526,0.0033277606,4.6159443E-8
55,0,6,0,4,2,1,0.0018238807,0.0018504776,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,4,2,2,0.0024156152,0.0031770656,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,4,2,3,0.0025312685,0.0028398677,0.0031211526,0.0033277606,2.7695666E-7
55,0,6,0,4,2,4,0.0033454732,0.0026114598,0.0031211526,0.0033277606,0
55,0,6,0,4,3,0,0.0028159979,0.0027851734,0.0031211526,0.0033277606,3.0772962E-7
55,0,6,0,4,3,1,0.0041668583,0.0034122163,0.0031211526,0.0033277606,4.7698091E-7
55,0,6,0,4,3,2,0.0055157689,0.0058621713,0.0031211526,0.0033277606,5.5391331E-7
55,0,6,0,4,3,3,0.0057996397,0.0052338014,0.0031211526,0.0033277606,2.3079721E-7
55,0,6,0,4,3,4,0.0076319505,0.0048311947,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,4,4,0,0.003229117,0.0036468947,0.0031211526,0.0033277606,3.0772962E-8
55,0,6,0,4,4,1,0.004801972,0.0044927203,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,4,4,2,0.0063597299,0.0077190608,0.0031211526,0.0033277606,4.6159443E-7
55,0,6,0,4,4,3,0.0066886534,0.0069007936,0.0031211526,0.0033277606,0
55,0,6,0,4,4,4,0.0088165252,0.0063734665,0.0031211526,0.0033277606,0
55,0,6,0,5,1,0,0.0004051134,0.0006386057,0.0031211526,0.0033277606,0
55,0,6,0,5,1,1,0.0005956812,0.0007912265,0.0031211526,0.0033277606,0
55,0,6,0,5,1,2,0.0007904349,0.0013581431,0.0031211526,0.0033277606,0
55,0,6,0,5,1,3,0.0008294364,0.0012087371,0.0031211526,0.0033277606,0
55,0,6,0,5,1,4,0.0010929387,0.0011067627,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,5,2,0,0.0009765238,0.001578332,0.0031211526,0.0033277606,0
55,0,6,0,5,2,1,0.0014516369,0.0019327577,0.0031211526,0.0033277606,4.6159443E-8
55,0,6,0,5,2,2,0.0019193939,0.003321149,0.0031211526,0.0033277606,2.9234314E-7
55,0,6,0,5,2,3,0.0020127127,0.0029541796,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,5,2,4,0.0026590449,0.0027275884,0.0031211526,0.0033277606,2.6157017E-7
55,0,6,0,5,3,0,0.002229565,0.0028891377,0.0031211526,0.0033277606,0
55,0,6,0,5,3,1,0.0033141233,0.0035439506,0.0031211526,0.0033277606,0
55,0,6,0,5,3,2,0.004380352,0.0060924723,0.0031211526,0.0033277606,0
55,0,6,0,5,3,3,0.0046086262,0.0054132455,0.0031211526,0.0033277606,2.4618369E-7
55,0,6,0,5,3,4,0.0060633567,0.0050158926,0.0031211526,0.0033277606,1.2309185E-7
55,0,6,0,5,4,0,0.0025521455,0.003788335,0.0031211526,0.0033277606,0
55,0,6,0,5,4,1,0.0038132356,0.0046697829,0.0031211526,0.0033277606,0
55,0,6,0,5,4,2,0.0050429991,0.0080293342,0.0031211526,0.0033277606,0
55,0,6,0,5,4,3,0.0053072163,0.0071409442,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,5,4,4,0.0069937128,0.0066207221,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,6,1,0,0.0009150633,3.403544E-11,0.0031211526,0.0033277606,0
55,0,6,0,6,1,1,0.0013482835,4.216247E-11,0.0031211526,0.0033277606,0
55,0,6,0,6,1,2,0.0017889775,7.24886E-11,0.0031211526,0.0033277606,0
55,0,6,0,6,1,3,0.0018748069,6.449085E-11,0.0031211526,0.0033277606,2.3079721E-7
55,0,6,0,6,1,4,0.0024686303,5.873114E-11,0.0031211526,0.0033277606,0
55,0,6,0,6,2,0,0.0021970821,8.440561E-11,0.0031211526,0.0033277606,0
55,0,6,0,6,2,1,0.0032736441,1.032468E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,2,2,0.0043273459,1.778218E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,2,3,0.0045293991,1.577388E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,2,4,0.0059741529,1.450202E-10,0.0031211526,0.0033277606,1.5386481E-8
55,0,6,0,6,3,0,0.0049882776,1.534992E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,3,1,0.0074334648,1.882377E-10,0.0031211526,0.0033277606,2.3079721E-7
55,0,6,0,6,3,2,0.0098178241,3.246869E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,3,3,0.0103031322,2.870608E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,3,4,0.0135164318,2.648244E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,4,0,0.0056982977,2.00039E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,4,1,0.0085364649,2.466942E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,4,2,0.0112795989,4.258755E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,4,3,0.0118364161,3.763187E-10,0.0031211526,0.0033277606,0
55,0,6,0,6,4,4,0.0155449059,3.473225E-10,0.0031211526,0.0033277606,0
55,0,6,1,2,1,0,0.0006036763,0.0006711152,0.0031211526,0.0033277606,0
55,0,6,1,2,1,1,0.0008887051,0.0008327996,0.0031211526,0.0033277606,2.5862119E-8
55,0,6,1,2,1,2,0.001178369,0.0014293389,0.0031211526,0.0033277606,4.051732E-7
55,0,6,1,2,1,3,0.0012365952,0.0012804329,0.0031211526,0.0033277606,6.0344945E-8
55,0,6,1,2,1,4,0.0016279202,0.0011663654,0.0031211526,0.0033277606,3.9655249E-7
55,0,6,1,2,2,0,0.0014562933,0.0016707601,0.0031211526,0.0033277606,5.1724238E-8
55,0,6,1,2,2,1,0.002166157,0.0020468308,0.0031211526,0.0033277606,6.0344945E-7
55,0,6,1,2,2,2,0.0028620138,0.0035167029,0.0031211526,0.0033277606,4.7413885E-7
55,0,6,1,2,2,3,0.0030009617,0.0031467503,0.0031211526,0.0033277606,4.8275956E-7
55,0,6,1,2,2,4,0.0039603638,0.002896556,0.0031211526,0.0033277606,3.0172472E-7
55,0,6,1,2,3,0,0.0033214991,0.0030701895,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,2,3,1,0.0049408799,0.0037684388,0.0031211526,0.0033277606,4.3103532E-7
55,0,6,1,2,3,2,0.0065239197,0.0064788136,0.0031211526,0.0033277606,5.344838E-7
55,0,6,1,2,3,3,0.0068632813,0.0057906419,0.0031211526,0.0033277606,1.379313E-7
55,0,6,1,2,3,4,0.0090176083,0.0053500991,0.0031211526,0.0033277606,4.3103532E-8
55,0,6,1,2,4,0,0.0038007054,0.0040296328,0.0031211526,0.0033277606,2.5862119E-8
55,0,6,1,2,4,1,0.0056822079,0.0049707661,0.0031211526,0.0033277606,2.3275907E-7
55,0,6,1,2,4,2,0.0075070627,0.0085480862,0.0031211526,0.0033277606,1.4655201E-7
55,0,6,1,2,4,3,0.0078992831,0.0076480795,0.0031211526,0.0033277606,2.0689695E-7
55,0,6,1,2,4,4,0.0103950143,0.0070705522,0.0031211526,0.0033277606,1.379313E-7
55,0,6,1,3,1,0,0.0010333136,0.0012032137,0.0031211526,0.0033277606,0
55,0,6,1,3,1,1,0.0015331824,0.0014943914,0.0031211526,0.0033277606,0
55,0,6,1,3,1,2,0.002032761,0.0025668705,0.0031211526,0.0033277606,0
55,0,6,1,3,1,3,0.0021315745,0.0022974962,0.0031211526,0.0033277606,0
55,0,6,1,3,1,4,0.0028116288,0.0020941096,0.0031211526,0.0033277606,0
55,0,6,1,3,2,0,0.0024978562,0.0029903337,0.0031211526,0.0033277606,0
55,0,6,1,3,2,1,0.0037457782,0.0036669395,0.0031211526,0.0033277606,1.7241413E-7
55,0,6,1,3,2,2,0.0049483113,0.006302975,0.0031211526,0.0033277606,3.4482826E-8
55,0,6,1,3,2,3,0.0051842709,0.0056341288,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,3,2,4,0.0068517039,0.0051891795,0.0031211526,0.0033277606,6.8965651E-8
55,0,6,1,3,3,0,0.0056788792,0.0054839496,0.0031211526,0.0033277606,2.5862119E-8
55,0,6,1,3,3,1,0.0085153546,0.0067345168,0.0031211526,0.0033277606,4.3103532E-8
55,0,6,1,3,3,2,0.0112376334,0.0115746192,0.0031211526,0.0033277606,1.4655201E-7
55,0,6,1,3,3,3,0.0118086417,0.0103326433,0.0031211526,0.0033277606,1.2068989E-7
55,0,6,1,3,3,4,0.0155283175,0.0095530526,0.0031211526,0.0033277606,8.6207064E-9
55,0,6,1,3,4,0,0.0064987372,0.007183103,0.0031211526,0.0033277606,3.4482826E-8
55,0,6,1,3,4,1,0.0097965246,0.0088619168,0.0031211526,0.0033277606,7.7586357E-8
55,0,6,1,3,4,2,0.0129327885,0.0152274819,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,3,4,3,0.0135934658,0.0136049137,0.0031211526,0.0033277606,8.6207064E-9
55,0,6,1,3,4,4,0.017896883,0.012589049,0.0031211526,0.0033277606,0
55,0,6,1,4,1,0,0.0008221501,0.0008733305,0.0031211526,0.0033277606,0
55,0,6,1,4,1,1,0.0012058782,0.0010844216,0.0031211526,0.0033277606,0
55,0,6,1,4,1,2,0.0016015779,0.0018574619,0.0031211526,0.0033277606,0
55,0,6,1,4,1,3,0.0016790179,0.0016660765,0.0031211526,0.0033277606,1.293106E-7
55,0,6,1,4,1,4,0.0022109902,0.0015161338,0.0031211526,0.0033277606,1.293106E-7
55,0,6,1,4,2,0,0.0019781327,0.0021696567,0.0031211526,0.0033277606,8.6207064E-9
55,0,6,1,4,2,1,0.002933246,0.0026609656,0.0031211526,0.0033277606,8.6207064E-9
55,0,6,1,4,2,2,0.0038815103,0.0045620033,0.0031211526,0.0033277606,1.5517271E-7
55,0,6,1,4,2,3,0.004065548,0.0040863139,0.0031211526,0.0033277606,5.1724238E-8
55,0,6,1,4,2,4,0.0053656859,0.0037584171,0.0031211526,0.0033277606,0
55,0,6,1,4,3,0,0.0045093746,0.0039890247,0.0031211526,0.0033277606,0
55,0,6,1,4,3,1,0.0066855822,0.0048996828,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,4,3,2,0.0088391561,0.0084037326,0.0031211526,0.0033277606,1.293106E-7
55,0,6,1,4,3,3,0.0092879283,0.0075150198,0.0031211526,0.0033277606,0
55,0,6,1,4,3,4,0.0121977929,0.0069390994,0.0031211526,0.0033277606,0
55,0,6,1,4,4,0,0.0051649632,0.0052194832,0.0031211526,0.0033277606,1.5517271E-7
55,0,6,1,4,4,1,0.007695109,0.0064440828,0.0031211526,0.0033277606,2.2413837E-7
55,0,6,1,4,4,2,0.0101788224,0.0110513108,0.0031211526,0.0033277606,4.3103532E-8
55,0,6,1,4,4,3,0.0106967593,0.0098931375,0.0031211526,0.0033277606,6.0344945E-8
55,0,6,1,4,4,4,0.0140681176,0.0091397967,0.0031211526,0.0033277606,0
55,0,6,1,5,1,0,0.0006510423,0.0009177435,0.0031211526,0.0033277606,0
55,0,6,1,5,1,1,0.0009592896,0.0011394622,0.0031211526,0.0033277606,0
55,0,6,1,5,1,2,0.0012719083,0.0019537783,0.0031211526,0.0033277606,0
55,0,6,1,5,1,3,0.0013345143,0.0017421874,0.0031211526,0.0033277606,0
55,0,6,1,5,1,4,0.0017565268,0.0015947822,0.0031211526,0.0033277606,0
55,0,6,1,5,2,0,0.0015691675,0.0022603391,0.0031211526,0.0033277606,0
55,0,6,1,5,2,1,0.002336307,0.0027740138,0.0031211526,0.0033277606,2.5862119E-8
55,0,6,1,5,2,2,0.0030865737,0.00476069,0.0031211526,0.0033277606,8.6207064E-9
55,0,6,1,5,2,3,0.0032351774,0.0042413213,0.0031211526,0.0033277606,0
55,0,6,1,5,2,4,0.0042682671,0.0039173905,0.0031211526,0.0033277606,2.5862119E-8
55,0,6,1,5,3,0,0.0035739794,0.0041313722,0.0031211526,0.0033277606,0
55,0,6,1,5,3,1,0.0053221036,0.0050778989,0.0031211526,0.0033277606,1.379313E-7
55,0,6,1,5,3,2,0.0070266163,0.0087163931,0.0031211526,0.0033277606,0
55,0,6,1,5,3,3,0.0073877796,0.0077530703,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,5,3,4,0.0097013785,0.0071870262,0.0031211526,0.0033277606,0
55,0,6,1,5,4,0,0.0040861622,0.0054114188,0.0031211526,0.0033277606,0
55,0,6,1,5,4,1,0.0061158736,0.0066813965,0.0031211526,0.0033277606,0
55,0,6,1,5,4,2,0.0080793388,0.0114684055,0.0031211526,0.0033277606,0
55,0,6,1,5,4,3,0.0084957129,0.0102076402,0.0031211526,0.0033277606,0
55,0,6,1,5,4,4,0.0111717759,0.0094678114,0.0031211526,0.0033277606,0
55,0,6,1,6,1,0,0.0014650333,4.845949E-11,0.0031211526,0.0033277606,0
55,0,6,1,6,1,1,0.0021638791,6.019853E-11,0.0031211526,0.0033277606,0
55,0,6,1,6,1,2,0.0028686262,1.033996E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,1,3,0.0030043923,9.198071E-11,0.0031211526,0.0033277606,0
55,0,6,1,6,1,4,0.0039488669,8.37249E-11,0.0031211526,0.0033277606,0
55,0,6,1,6,2,0,0.0035088382,1.193373E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,2,1,0.0052387973,1.464035E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,2,2,0.0069179355,2.519497E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,2,3,0.0072316456,2.23193E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,2,4,0.0095139347,2.052207E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,3,0,0.007923185,2.157223E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,3,1,0.0118341856,2.653181E-10,0.0031211526,0.0033277606,1.293106E-7
55,0,6,1,6,3,2,0.015605455,4.573667E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,3,3,0.0163458592,4.031852E-10,0.0031211526,0.0033277606,1.7241413E-8
55,0,6,1,6,3,4,0.0213619703,3.72005E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,4,0,0.0090281811,2.799378E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,4,1,0.0135557636,3.461342E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,4,2,0.0178821762,5.972236E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,4,3,0.0187233283,5.256686E-10,0.0031211526,0.0033277606,0
55,0,6,1,6,4,4,0.0244834191,4.85194E-10,0.0031211526,0.0033277606,0
55,0,8,0,2,1,0,0.0001994025,0.0005263936,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,2,1,1,0.0002980801,0.0006503672,0.0028474426,0.0026170974,3.2827195E-6
55,0,8,0,2,1,2,0.00039455,0.0011152602,0.0028474426,0.0026170974,7.2790736E-6
55,0,8,0,2,1,3,0.0004128516,0.000996811,0.0028474426,0.0026170974,0.0000113706
55,0,8,0,2,1,4,0.0005489426,0.0009086443,0.0028474426,0.0026170974,0.0000184593
55,0,8,0,2,2,0,0.000482481,0.0013155715,0.0028474426,0.0026170974,4.7575644E-7
55,0,8,0,2,2,1,0.0007297957,0.001602835,0.0028474426,0.0026170974,0.0000397257
55,0,8,0,2,2,2,0.0009628913,0.0027512375,0.0028474426,0.0026170974,0.000089918
55,0,8,0,2,2,3,0.0010082879,0.0024568675,0.0028474426,0.0026170974,0.0000709353
55,0,8,0,2,2,4,0.0013425074,0.0022610768,0.0028474426,0.0026170974,0.0000355866
55,0,8,0,2,3,0,0.0011018853,0.0024242591,0.0028474426,0.0026170974,2.8545387E-7
55,0,8,0,2,3,1,0.0016664453,0.0029624913,0.0028474426,0.0026170974,0.0000535226
55,0,8,0,2,3,2,0.0021980879,0.0050891469,0.0028474426,0.0026170974,0.0000618008
55,0,8,0,2,3,3,0.0023092848,0.004541992,0.0028474426,0.0026170974,0.0000334933
55,0,8,0,2,3,4,0.0030642832,0.0041946843,0.0028474426,0.0026170974,0.0000110851
55,0,8,0,2,4,0,0.0012636749,0.0031794938,0.0028474426,0.0026170974,8.563616E-7
55,0,8,0,2,4,1,0.0019211374,0.0039070654,0.0028474426,0.0026170974,0.0000117512
55,0,8,0,2,4,2,0.0025357189,0.0067137377,0.0028474426,0.0026170974,8.7063429E-6
55,0,8,0,2,4,3,0.0026651974,0.006000541,0.0028474426,0.0026170974,3.0924169E-6
55,0,8,0,2,4,4,0.0035425416,0.005542966,0.0028474426,0.0026170974,9.0393724E-7
55,0,8,0,3,1,0,0.0003424741,0.000942903,0.0028474426,0.0026170974,0
55,0,8,0,3,1,1,0.0005162053,0.0011661557,0.0028474426,0.0026170974,2.8545387E-7
55,0,8,0,3,1,2,0.0006833426,0.0020014016,0.0028474426,0.0026170974,1.9030258E-7
55,0,8,0,3,1,3,0.0007148814,0.0017878843,0.0028474426,0.0026170974,1.0466642E-6
55,0,8,0,3,1,4,0.0009521007,0.0016304258,0.0028474426,0.0026170974,1.0466642E-6
55,0,8,0,3,2,0,0.0008311297,0.0023535892,0.0028474426,0.0026170974,0
55,0,8,0,3,2,1,0.0012679737,0.0028709359,0.0028474426,0.0026170974,5.2333209E-6
55,0,8,0,3,2,2,0.001673217,0.004930737,0.0028474426,0.0026170974,9.6578558E-6
55,0,8,0,3,2,3,0.0017517284,0.0044005165,0.0028474426,0.0026170974,5.0905939E-6
55,0,8,0,3,2,4,0.0023357386,0.0040513306,0.0028474426,0.0026170974,5.5187747E-6
55,0,8,0,3,3,0,0.0018944986,0.0043325625,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,3,3,1,0.0028898161,0.0052984362,0.0028474426,0.0026170974,8.2781621E-6
55,0,8,0,3,3,2,0.0038118848,0.0091018728,0.0028474426,0.0026170974,0.0000115609
55,0,8,0,3,3,3,0.0040032819,0.008117829,0.0028474426,0.0026170974,4.2342323E-6
55,0,8,0,3,3,4,0.0053186654,0.0075006087,0.0028474426,0.0026170974,7.1363466E-7
55,0,8,0,3,4,0,0.0021739347,0.0056737845,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,3,4,1,0.0033344597,0.0069751341,0.0028474426,0.0026170974,2.4263579E-6
55,0,8,0,3,4,2,0.0044006293,0.0119813563,0.0028474426,0.0026170974,1.5224206E-6
55,0,8,0,3,4,3,0.0046242165,0.0107001185,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,3,4,4,0.0061527962,0.0098911524,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,4,1,0,0.0002716664,0.000687356,0.0028474426,0.0026170974,0
55,0,8,0,4,1,1,0.0004045567,0.0008496994,0.0028474426,0.0026170974,7.1363466E-7
55,0,8,0,4,1,2,0.0005364874,0.0014542864,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,4,1,3,0.0005609963,0.0013016911,0.0028474426,0.0026170974,0
55,0,8,0,4,1,4,0.0007458439,0.0011857943,0.0028474426,0.0026170974,0
55,0,8,0,4,2,0,0.0006560472,0.0017152748,0.0028474426,0.0026170974,0
55,0,8,0,4,2,1,0.0009891592,0.0020921103,0.0028474426,0.0026170974,1.2845424E-6
55,0,8,0,4,2,2,0.0013074374,0.0035838235,0.0028474426,0.0026170974,2.9021143E-6
55,0,8,0,4,2,3,0.001368171,0.0032045276,0.0028474426,0.0026170974,1.1418155E-6
55,0,8,0,4,2,4,0.0018214331,0.002947831,0.0028474426,0.0026170974,1.4272693E-6
55,0,8,0,4,3,0,0.001498827,0.0031654994,0.0028474426,0.0026170974,0
55,0,8,0,4,3,1,0.0022590297,0.0038706714,0.0028474426,0.0026170974,2.0457527E-6
55,0,8,0,4,3,2,0.0029848154,0.0066347594,0.0028474426,0.0026170974,1.474845E-6
55,0,8,0,4,3,3,0.0031337269,0.0059267097,0.0028474426,0.0026170974,1.7127232E-6
55,0,8,0,4,3,4,0.0041566048,0.0054722487,0.0028474426,0.0026170974,1.7127232E-6
55,0,8,0,4,4,0,0.0017210812,0.0041405939,0.0028474426,0.0026170974,0
55,0,8,0,4,4,1,0.002607269,0.0050920629,0.0028474426,0.0026170974,7.1363466E-7
55,0,8,0,4,4,2,0.0034470653,0.0087278033,0.0028474426,0.0026170974,1.4272693E-6
55,0,8,0,4,4,3,0.0036205079,0.0078085371,0.0028474426,0.0026170974,1.9030258E-7
55,0,8,0,4,4,4,0.004810212,0.0072109497,0.0028474426,0.0026170974,0
55,0,8,0,5,1,0,0.0002151688,0.0007186554,0.0028474426,0.0026170974,0
55,0,8,0,5,1,1,0.0003219352,0.0008886873,0.0028474426,0.0026170974,7.1363466E-7
55,0,8,0,5,1,2,0.0004261077,0.0015223959,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,5,1,3,0.0004458569,0.0013546749,0.0028474426,0.0026170974,0
55,0,8,0,5,1,4,0.0005927894,0.0012415326,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,5,2,0,0.0005205682,0.0017782395,0.0028474426,0.0026170974,0
55,0,8,0,5,2,1,0.0007881262,0.0021711279,0.0028474426,0.0026170974,1.4272693E-7
55,0,8,0,5,2,2,0.0010397775,0.0037226199,0.0028474426,0.0026170974,8.0878595E-7
55,0,8,0,5,2,3,0.0010886501,0.0033110231,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,5,2,4,0.0014494235,0.0030591727,0.0028474426,0.0026170974,7.1363466E-7
55,0,8,0,5,3,0,0.0011880864,0.0032648717,0.0028474426,0.0026170974,0
55,0,8,0,5,3,1,0.0017985365,0.0039964418,0.0028474426,0.0026170974,8.563616E-7
55,0,8,0,5,3,2,0.0023721685,0.0068553115,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,5,3,3,0.0024915911,0.0060921505,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,5,3,4,0.0033056017,0.0056481102,0.0028474426,0.0026170974,1.9030258E-7
55,0,8,0,5,4,0,0.0013618608,0.0042776657,0.0028474426,0.0026170974,0
55,0,8,0,5,4,1,0.0020724857,0.0052630023,0.0028474426,0.0026170974,0
55,0,8,0,5,4,2,0.0027353662,0.0090284467,0.0028474426,0.0026170974,9.5151289E-8
55,0,8,0,5,4,3,0.002874268,0.0080329246,0.0028474426,0.0026170974,0
55,0,8,0,5,4,4,0.0038193624,0.0074491126,0.0028474426,0.0026170974,0
55,0,8,0,6,1,0,0.0004871424,3.855192E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,1,1,0.000730242,4.766703E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,1,2,0.000966527,8.179116E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,1,3,0.0010102934,7.283517E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,1,4,0.0013427184,6.635707E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,2,0,0.0011754036,9.582001E-11,0.0028474426,0.0026170974,0
55,0,8,0,6,2,1,0.0017832991,1.168627E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,2,2,0.0023524162,2.008426E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,2,3,0.002459574,1.783793E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,2,4,0.0032713741,1.64027E-10,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,6,3,0,0.0026722698,1.750015E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,3,1,0.0040546963,2.141498E-10,0.0028474426,0.0026170974,2.8545387E-7
55,0,8,0,6,3,2,0.005345927,3.686203E-10,0.0028474426,0.0026170974,1.9030258E-7
55,0,8,0,6,3,3,0.0056045643,3.264736E-10,0.0028474426,0.0026170974,1.9030258E-7
55,0,8,0,6,3,4,0.0074220803,3.012106E-10,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,6,4,0,0.003058985,2.28112E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,4,1,0.0046664861,2.807687E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,4,2,0.0061562113,4.836626E-10,0.0028474426,0.0026170974,0
55,0,8,0,6,4,3,0.006455289,4.28323E-10,0.0028474426,0.0026170974,4.7575644E-8
55,0,8,0,6,4,4,0.0085592716,3.951959E-10,0.0028474426,0.0026170974,0
55,0,8,1,2,1,0,0.0003207209,0.0007577157,0.0028474426,0.0026170974,9.8446607E-8
55,0,8,1,2,1,1,0.0004803273,0.0009392467,0.0028474426,0.0026170974,1.3126214E-7
55,0,8,1,2,1,2,0.0006352208,0.0016086098,0.0028474426,0.0026170974,1.345437E-6
55,0,8,1,2,1,3,0.0006647044,0.0014419102,0.0028474426,0.0026170974,1.4438836E-6
55,0,8,1,2,1,4,0.0008831603,0.0013136204,0.0028474426,0.0026170974,1.1157282E-6
55,0,8,1,2,2,0,0.0007765085,0.0018881204,0.0028474426,0.0026170974,0
